ID Jugador;ID_Equipo;Partidos_Jugados;Puntos;Asistencias;Reb_Off;Reb_Def;Rebotes;T2%;T3%;T1%;%_Pts_T2;%_Pts_T3;%_Pts_T1;Robos;Perdidas;Tapones;Tapones_Recibidos;Faltas_Cometidas;Faltas_Recibidas;Valoracion_PIR;eFG%;TS%;3PAr;AST_TO_Ratio;PPM;Game_Score;Minutos_Dec;Puntos_totales;Asistencias_totales;Rebotes_totales;Robos_totales;Tapones_totales;Perdidas_totales;Triples_metidos_totales;Tiros_media_distancia_metidos_totales;valoracion_total
5596;PAM;6;3,17;0,17;1;0,5;1,5;50;34;50,38;63,09;16,09;21,14;0,17;0,67;0,17;0,33;2,67;1;0,5;50,2;51,37;0,2;0,25;0,38;1,14;8,24;19;1;9;1;1;4;1;6;3
5519;ZAL;23;0,82;0,17;0,52;0,39;0,91;50,31;0;50;95,31;0;5,27;0,04;0,3;0,26;0,09;1,17;0,26;0,48;50,31;50,32;0;0,57;0,18;0,48;4,6;19;4;21;1;6;7;0;9;11
BWM;GSS;8;2,38;0;0,25;0,12;0,38;55,36;28,41;100;52,1;31,51;15,97;0,12;0,5;0;0,12;1,75;0,5;-0,12;49,75;54,91;0,44;0;0,31;0,46;7,59;19;0;3;1;0;4;2;5;-1
7394;BAS;5;3,8;1,2;0,2;0,4;0,6;71,43;21,43;0;52,63;47,37;0;0,4;0,6;0;0;2,2;0,4;1;45,24;45,24;0,667;2;0,32;1,52;11,92;19;6;3;2;0;3;3;5;5
3675;CTU;4;4,75;1,25;0,75;0,75;1,5;50;20;100;73,68;15,79;10,53;0,5;0,75;0;0,5;3,5;1,25;1,75;44,74;47,79;0,263;1,67;0,27;2,2;17,54;19;5;6;2;0;3;1;7;7
35;KHI, SOP;15;1,27;0,33;0,2;0,67;0,87;16,67;20;75;21,05;31,58;47,37;0,13;0,2;0;0;0,27;0,53;1,27;22,73;34,82;0,455;1,67;0,2;0,67;6,23;19;5;13;2;0;3;2;2;19
3390;SOP;8;2,25;0,75;0,25;0,88;1,12;0;50;0;0;100;0;0,5;0,5;0,25;0;1,12;0,5;2,5;56,25;56,25;0,75;1,5;0,15;1,84;14,64;18;6;9;4;2;4;6;0;20
9030;TEL;2;9;1;1,5;2;3,5;35,71;16,67;83,33;55,56;16,67;27,78;0,5;1,5;0;0;1;4,5;8,5;32,5;39,75;0,3;0,67;0,45;3,95;20,12;18;2;7;1;0;3;1;5;17
AZH;NIK;4;4,25;1,5;0,75;3,25;4;44,44;27,27;0;47,06;52,94;0;2,25;2,5;0,5;0;1;0,75;6;42,5;40,71;0,55;0,6;0,14;3,5;30,18;17;6;16;9;2;10;3;4;24
2746;CHA;2;8,5;1;0,5;0;0,5;80;60;0;47,06;52,94;0;1;2;0;0;3;0,5;5;85;85;0,5;0,5;0,41;5,25;20,66;17;2;1;2;0;4;3;4;10
LVW;SIE;8;2,12;0,25;0,12;0,62;0,75;30,4;33,33;82,67;35,85;35,38;29,25;0,25;0,25;0;0,38;1;0,88;1,12;37,75;45,49;0,375;1;0,25;0,96;8,42;17;2;6;2;0;2;2;3;9
5980;SAS;9;1,89;0,56;0,33;0,67;1;56,84;27,6;0;46,91;53,44;0;0,33;0,22;0;0;1,78;0,34;0,89;47,42;47,25;0,61;2,53;0,15;1,02;12,25;17;5;9;3;0;2;3;4;8
4175;SOP;8;2,12;0,25;0;0,38;0,38;13,64;32,98;0;11,32;87,74;0;0,12;0,25;0;0;0,38;0,12;0,38;38,04;38,41;0,681;1;0,3;0,49;7,1;17;2;3;1;0;2;5;1;3
11963;RED;3;5,67;2,67;0;2;2;27,25;22,33;100;35,27;35,45;29,45;0,67;1,33;0,33;0,67;3,33;1;2;30,06;38,29;0,45;2,01;0,29;2,38;19,46;17;8;6;2;1;4;2;3;6
11307;MIL;4;4;0,5;0;1,5;1,5;50;0;80;75;0;25;0,25;0,75;0;0;1,5;1,25;2,75;40;46,51;0,2;0,67;0,32;1,57;12,52;16;2;6;1;0;3;0;6;11
8977;MUN;24;0,67;0,21;0,17;0,12;0,29;33,85;29,73;53,85;38,12;56,25;6,56;0,16;0,16;0;0,04;1;0,21;-0,25;39,53;40,08;0,528;1,27;0,14;0,1;4,71;16;5;7;4;0;4;3;3;-6
XBB;LJU;12;1,34;1,08;0;0,67;0,67;31,7;0;100;75,28;0;24,72;0,33;1,25;0;0,08;0,92;0,59;0,17;24,07;29,9;0,241;0,87;0,11;-0,25;11,81;16;13;8;4;0;15;0;6;2
LWP;CSK;8;2;0,25;0,13;0;0,13;51,52;33,5;100;12,73;75,28;12,36;0,13;0,38;0;0;1,37;0,5;0,13;50,43;53,94;0,858;0,66;0,4;0,5;5,06;16;2;1;1;0;3;4;1;1
5814;GAL;8;2;0,63;0,25;0,5;0,75;49,94;66,89;100;49,84;37,48;12,49;0,12;0,5;0;0;0,5;0,5;2,38;63,66;67,5;0,272;1,26;0,28;1,53;7,02;16;5;6;1;0;4;2;4;19
63;NTR;8;2;0,12;0;0,62;0,62;50;22,32;50;50;37,5;12,5;0,38;0,5;0;0;1,25;0,38;0,12;41,27;42,74;0,528;0,24;0,19;0,37;10,46;16;1;5;3;0;4;2;4;1
3515;IST;8;2;0,38;0,38;1,62;2;46,3;8,7;100;75;18;6;0,5;0,75;0;0,62;2;0,5;-0,12;31;32,76;0,46;0,51;0,14;0,22;14,47;16;3;16;4;0;6;1;6;-1
10653;KHI;10;1,6;0,2;0,4;0,7;1,1;58,33;0;100;87,5;0;12,5;0,2;0,4;0;0,2;0,6;0,2;1,6;58,33;62,11;0;0,5;0,21;1,23;7,73;16;2;11;2;0;4;0;7;16
KPQ;SOP;10;1,6;0,2;0,4;0,7;1,1;16,42;26,35;100;12,36;74,16;12,36;0,1;0,5;0;0,2;0,9;0,2;0;32,91;36,52;0,714;0,4;0,17;0,2;9,35;16;2;11;1;0;5;4;1;0
5955;LMG;9;1,78;0,11;0;0,89;0,89;28,21;22,92;75;24,72;55,62;18,54;0,56;0,44;0,78;0,11;1,33;0,33;0,78;32,21;36,87;0,649;0,25;0,18;0,88;10,09;16;1;8;5;7;4;3;2;7
3394;BAS;3;5,33;0,67;0,33;0,67;1;57,17;0;0;100,19;0;0;1;1,33;0;0,33;2,33;0,67;2;50;49,91;0,125;0,5;0,39;2,3;13,6;16;2;3;3;0;4;0;8;6
8823;MUN;11;1,45;0,09;0,82;0,64;1,46;61,86;0;0;100,56;0;0;0,09;0,64;0;0;1,64;0,27;0,36;61,86;55,89;0;0,14;0,29;0,43;5,02;16;1;16;1;0;7;0;8;4
4797;LIE;7;2,29;0,14;1,14;0,57;1,71;53,76;0;29;87,34;0;12,66;0;0,57;0;0,29;1,86;1,71;1,57;53,76;49,78;0;0,25;0,2;0,86;11,71;16;1;12;0;0;4;0;7;11
3477;ZAG;7;2,29;0,29;0,71;0,43;1,14;50;0;100;87,34;0;12,66;0,14;0,86;0;0,14;0,71;0,57;1,57;46,73;50,49;0,065;0,34;0,26;1,02;8,94;16;2;8;1;0;6;0;7;11
3845;CHL;7;2,29;0,29;0,86;2,14;3;63,69;0;100;87,34;0;12,66;0,43;0,29;0,71;0,14;1,29;0,43;4,86;63,69;67,45;0;1;0,29;3,16;7,97;16;2;21;3;5;2;0;7;34
6360;UNK;17;0,94;0,06;0,3;0,47;0,77;27,58;0;74,72;62,36;0;37,64;0;0,65;0;0,29;1,06;0,41;-0,7;27,58;36,98;0;0,09;0,23;-0,42;4,09;16;1;13;0;0;11;0;5;-12
2841;CIB;10;1,5;0,8;0,4;0,5;0,9;50;0;87,5;53,33;0;46,67;0,2;0,9;0;0,1;1,2;1,6;2,1;40;55,47;0,2;0,89;0,16;0,73;9,58;15;8;9;2;0;9;0;4;21
5686;IST;21;0,71;0,57;0,14;0,43;0,57;19,96;17,52;0;40,08;59,52;0;0,05;0,52;0;0,05;0,28;0,24;0,05;23,31;23,41;0,53;1,1;0,14;-0,2;5,21;15;12;12;1;0;11;3;3;1
7996;BAS;3;5;0,67;0,33;0,67;1;27,25;16,5;85,84;40;19,8;40;0,67;0,33;0,67;0;0,67;3;5,33;26,37;37,34;0,353;2,03;0,33;2,87;15,29;15;2;3;2;2;1;1;3;16
12885;BAR;6;2,5;0,17;0,67;0,83;1,5;58,5;0;51,52;93,6;0;6,8;0,5;0,67;0,17;0,17;1,17;0,67;2,5;58,5;58,27;0;0,25;0,29;1,82;8,59;15;1;9;3;1;4;0;7;15
4946;NOV;15;1;0,73;0,14;0,53;0,67;45,08;0;71,27;66,04;0;33,42;0,26;0,47;0;0,13;1,87;0,6;0;33,11;41,54;0,266;1,57;0,16;0,2;6,26;15;11;10;4;0;7;0;5;0
KWC;MIL, ROM;8;1,87;0,37;1,12;0,75;1,88;60;0;49,75;80,05;0;19,95;0,12;0,25;0;0;1,75;0,62;1,87;54,55;54,93;0,091;1,5;0,17;1,51;10,79;15;3;15;1;0;2;0;6;15
10428;MCO;15;1;0,07;0,66;1;1,67;28,67;0;36,84;80,37;0;19,63;0,4;0,34;0,27;0,07;1;0,47;1;26,22;28,29;0,085;0,19;0,14;0,62;7,11;15;1;25;6;4;5;0;6;15
BFQ;SIE;7;2;0,28;0,28;2;2,29;50,25;0;80;43,03;0;57,18;0;0,57;0,14;0,14;1,29;1;3;50,25;67,32;0;0,5;0,2;1,47;9,89;14;2;16;0;1;4;0;3;21
LBZ;BIL, MAD;19;0,74;0,74;0,05;0,58;0,63;39,48;16,51;0;56,41;42,31;0;0,37;0,53;0,05;0,1;0,89;0,42;0,58;31,47;31,88;0,545;1,4;0,09;0,3;8,68;14;14;12;7;1;10;2;4;11
LCK;NOV, UNK;19;0,74;0,79;0,16;0,26;0,42;28,92;49,75;25;28,69;63,6;7,07;0,1;0,27;0,05;0;0,79;0,48;0,95;50,04;47,78;0,462;2,97;0,12;0,6;6,37;14;15;8;2;1;5;3;2;18
6183;ZAL;12;1,16;0,08;0,08;0,67;0,75;65,45;100;75;56,69;21,26;21,26;0,08;0,16;0;0;0,59;0,25;1,33;77,34;79,53;0,141;0,5;0,36;0,88;3,19;14;1;9;1;0;2;1;4;16
1230;MIL;3;4,67;0,33;0;1;1;25;100;0;14,29;85,71;0;0;0,67;0;0;0,67;0,33;4;87,5;87,5;0,5;0,5;0,77;3,07;6,02;14;1;3;0;0;2;4;1;12
5692;MIL;18;0,78;0,11;0,34;0,39;0,73;31,33;0;100;58;0;43;0;0,16;0,11;0,06;1,11;0,28;0;25,47;37,66;0,187;0,67;0,21;0,15;3,75;14;2;13;0;2;3;0;4;0
7768;TEL;10;1,4;0;0;0,4;0,4;33,33;80;0;14,29;85,71;0;0;0,2;0;0;0,4;0;0,9;87,5;87,5;0,625;0;0,43;0,8;3,29;14;0;4;0;0;2;4;1;9
1468;BAM;15;0,93;1,2;0,07;0,4;0,47;41,67;12,5;50;71,43;21,43;7,14;0,13;0,53;0;0,27;1,53;0,27;-0,33;32,5;33,52;0,4;2,25;0,13;0,13;7,2;14;18;7;2;0;8;1;5;-5
BMV;MAL;6;2,33;2,5;0,33;0,17;0,5;33,5;0;85,47;57,51;0;42,92;0,33;1,67;0;0,33;1,5;0,83;0,83;25,09;36,58;0,251;1,5;0,17;0,75;13,8;14;15;3;2;0;10;0;4;5
LRH;PAN;6;2,34;0;0,5;0,34;0,84;66;75,19;49,25;28,27;64,24;7,07;0,16;0,16;0;0;0,67;0,16;2,17;92,7;88,96;0,571;0;0,6;1,97;3,89;14;0;5;1;0;1;3;2;13
532;BUD;7;2;0,71;0,86;0,57;1,43;69,93;0;0;100;0;0;0,14;0,71;0;0;0,57;0,29;2,43;53,76;53,76;0,231;1;0,24;1,57;8,38;14;5;10;1;0;5;0;7;17
TEN;OLY;7;2;0,28;0,57;0,57;1,14;46,73;0;0;100;0;0;0,14;0,57;0,15;0,15;0,85;0,85;1,57;41,27;41,27;0,117;0,49;0,24;0,81;8,3;14;2;8;1;1;4;0;7;11
2073;CSK;9;1,45;0;0,66;0,11;0,78;59,76;0;24,81;91,71;0;7,6;0;0,44;0,11;0,33;2;0,89;-0,34;59,76;55,43;0;0;0,32;0,13;4,49;13;0;7;0;1;4;0;6;-3
14212;OLY;8;1,63;1,37;0,25;1;1,25;30,07;0;58,48;46,24;0;53,76;0,12;0,5;0,12;0,25;1;0,88;1,25;17,7;29,22;0,412;2,75;0,14;0,79;11,54;13;11;10;1;1;4;0;3;10
6544;PAN;8;1,62;0,62;0;0,38;0,38;24,56;60,32;100;15,09;69,52;15,4;0,25;0,25;0;0,12;0,12;0,12;1,87;61,19;65,87;0,556;2,45;0,61;1,54;2,64;13;5;3;2;0;2;3;1;15
4857;MIL;6;2,17;0,33;1,33;2,17;3,5;54,64;0;14,53;92,17;0;7,83;0;0,33;0,33;0;0,83;1,33;4,67;54,64;46,27;0;1;0,23;2,27;9,6;13;2;21;0;2;2;0;6;28
8796;CAN;6;2,17;4,83;0,17;0,67;0,83;6,8;20;49,25;15,67;69,12;15,21;0,5;1,67;0;0,17;2,17;1;0,67;18,4;20,49;0,5;2,89;0,12;0,46;17,86;13;29;5;3;0;10;3;1;4
9782;ULK;13;1;0,15;0,69;1,31;2;33,33;0;53,33;92;0;8;0,15;0,85;0,62;0,23;1,08;0,46;1,23;33,33;34,58;0;0,18;0,14;0,47;6,91;13;2;26;2;8;11;0;6;16
8253;MUN;23;0,56;0;0,22;0,04;0,26;0;49,57;50;0;92,59;7,41;0,13;0,04;0;0;0,87;0,08;-0,09;74,35;72,69;1;0;0,14;0,28;4,06;13;0;6;3;0;1;4;0;-2
3283;LJU;4;3,25;1,5;0;0;0;57,14;16,67;100;61,54;23,08;15,38;0,75;0,75;0;0,5;2,25;0,75;0,75;42,31;46,83;0,462;2;0,23;1,62;14,31;13;6;0;3;0;3;1;4;3
6600;BAM;5;2,4;0,6;1,2;1,6;2,8;41,67;0;100;83,33;0;16,67;0,2;1,2;0,2;0,4;2,4;0,4;1,2;41,67;46,58;0;0,5;0,18;1,04;13,29;12;3;14;1;1;6;0;5;6
5089;NTR;10;1,2;1,6;0,9;0,5;1,4;60;0;75;50;0;50;0,6;0,9;0;0;2,1;0,9;2;37,5;52,08;0,375;1,78;0,09;1,44;13,44;12;16;14;6;0;9;0;3;20
6641;DAR;5;2,4;0,4;0;0,4;0,4;24,81;50,38;100;16,5;50,25;33,25;0,2;0,2;0;0,2;0,4;0,4;2;50,19;61,63;0,5;2,03;0,42;1,76;5,76;12;2;2;1;0;1;2;1;10
BZO;LJU;5;2,4;0,4;1,2;1;2,2;44,44;0;57,14;66,67;0;33,33;0,4;0,6;0;0;1,2;1,4;3,4;44,44;49,67;0;0,67;0,38;1,96;6,38;12;2;11;2;0;3;0;4;17
1971;BAS;10;1,2;0,6;0,3;0,8;1,1;42,69;9,09;49,83;49,67;25;24,83;0,2;0,6;0;0,1;1;0,6;0,3;24,92;29,11;0,612;1;0,17;0,05;7,22;12;6;11;2;0;6;1;3;3
2810;MAL;4;3;0,75;0,25;1,75;2;50;50;100;16,67;50;33,33;0,5;0,75;0;0;0,75;0,75;4,75;66,67;77,32;0,667;1;0,28;2,92;10,82;12;3;8;2;0;3;2;1;19
AYU;UNK;12;1;0,25;0,08;0,67;0,75;37,08;40;0;49,62;49,62;0;0,25;0,25;0,08;0;1,08;0;0,34;45,83;46,18;0,382;1;0,18;0,46;5,62;12;3;9;3;1;3;2;3;4
6561;BUD;3;4;0,33;1,67;2,67;4,33;46,19;0;0;100;0;0;1;0,33;0,33;0;1,33;0,67;6,33;46,19;44,69;0;1;0,27;4,21;15,04;12;1;13;3;1;1;0;6;19
6481;ASV;1;12;0;0;1;1;60;0;0;100;0;0;1;0;0;0;1;0;8;54,55;54,55;0,091;0;0,55;7,6;21,67;12;0;1;1;0;0;0;6;8
5973;NOV;11;1,09;0,37;0,73;1,55;2,27;26,84;7,13;34,23;67;25;8,5;0,27;0,09;0;0,27;1,37;0,45;0,36;19,03;19,79;0,483;4,02;0,09;0,22;11,5;12;4;25;3;0;1;1;4;4
3672;ZAG;2;6;6,5;0,5;2;2,5;28,57;33,33;83,33;33,33;25;41,67;1,5;3;0;0;2,5;2,5;9,5;35;47,47;0,3;2,17;0,36;5,9;16,69;12;13;5;3;0;6;1;2;19
5000;DAR, IST;4;3;0,5;1;0,25;1,25;66,67;33,33;50;66,67;25;8,33;0,25;0,25;0,5;0;1;0,25;3,25;61,11;60,73;0,333;2;0,32;2,9;9,51;12;2;5;1;2;1;1;4;13
10355;ASV;3;4;1,33;0;0,67;0,67;0;39,94;0;0;99,75;0;0;1;0;0;3,33;0,67;0;54,51;54,64;0,91;1,33;0,24;0,77;16,5;12;4;2;0;0;3;4;0;0
7615;ULK;10;1,2;0,2;0;0,9;0,9;38;18,18;0;50,67;50;0;0,3;0,3;0,1;0,2;0,3;0,1;0,6;31,79;31,58;0,579;0,65;0,19;0,43;6,38;12;2;9;3;1;3;2;3;6
5004;GSS;10;1,2;0,1;0,2;0,9;1,1;37,5;5,88;75;50;25;25;0,1;0,9;0,4;0,1;0,9;0,6;-0,6;18;22,42;0,68;0,11;0,1;-0,83;12,14;12;1;11;1;4;9;1;3;-6
10784;BAS;6;1,83;0;0;0,5;0,5;34;37,59;0;18,58;81,97;0;0;0,33;0;0;0,83;0,17;0;50,27;48,04;0,727;0;0,41;0,24;4,42;11;0;3;0;0;2;3;1;0
4588;BAR;10;1,1;0,5;0,2;0,4;0,6;40;33,33;100;36,36;27,27;36,36;0,3;0,6;0,1;0;1;0,7;1,2;43,75;56,35;0,375;0,83;0,23;0,64;4,81;11;5;6;3;1;6;1;2;12
4173;SOP;1;11;0;2;3;5;100;66,67;75;18,18;54,55;27,27;0;4;3;0;5;3;11;100;95,49;0,75;0;0,35;7,4;31,58;11;0;5;0;3;4;2;1;11
4053;CED;6;1,83;0;0;0,67;0,67;57,26;100;0;73,22;27,87;0;0,17;0,17;0,5;0;0,5;0,33;2;69,03;61,61;0,127;0;0,49;1,45;3,74;11;0;4;1;3;1;1;4;12
2392;MAD;5;2,2;0;0;0;0;50;100;0;18,18;81,82;0;0;0;0;0;0,2;0;1,8;110;110;0,6;0;1,34;1,74;1,64;11;0;0;0;0;0;3;1;9
10458;PAR;5;2,2;0,4;0,2;1,2;1,4;20;50;0;18,18;81,82;0;0,4;0,4;0,2;0;2,2;0;0,6;50;50;0,545;1;0,22;1,02;9,98;11;2;7;2;1;2;3;1;3
5348;IST, ULK;18;0,61;0,17;0,06;0,17;0,22;18,11;20,1;49,25;36,18;54,82;9;0,11;0,06;0,11;0,06;0,56;0,11;-0,33;23,84;25,14;0,476;3,01;0,15;-0,02;4,12;11;3;4;2;2;1;2;2;-6
3476;ZAG;3;3,67;2;0;1,33;1,33;44,33;19,76;0;72,48;26,98;0;0;1,67;0;0,33;1;0,67;1,67;39,08;39,29;0,358;1,2;0,3;0,79;12,24;11;6;4;0;0;5;1;4;5
14133;PAM;2;5,5;0,5;0;0;0;33,33;66,67;75;18,18;54,55;27,27;0;1,5;0;0;1,5;1,5;2,5;66,67;70,88;0,5;0,33;0,45;2,05;12,34;11;1;0;0;0;3;2;1;5
LJT;PAN;12;0,84;0;0,16;0,25;0,42;50;0;100;80,24;0;19,76;0;0,17;0,08;0,08;0,67;0,08;0,16;50;56,22;0;0;0,3;0,31;2,76;10;0;5;0;1;2;0;4;2
12167;PAR;7;1,43;0,43;0,57;0,14;0,71;71,43;0;0;100;0;0;0,43;0,14;0;0,14;1,14;0,14;0,71;41,67;41,67;0,417;3;0,22;1,09;6,45;10;3;5;3;0;1;0;5;5
3552;CHA;7;1,43;0,14;0,14;0,29;0,43;75,44;32,56;48,28;60,14;29,37;9,79;0,14;0,14;0;0,14;0,86;0,14;0,57;64;63,41;0,43;1;0,36;0,84;4,02;10;1;3;1;0;1;1;3;4
TFO;LIE;7;1,43;0,14;0,43;0,71;1,14;50;16,67;0;40;60;0;0,43;0,29;0;0;1,86;0;-0,71;31,25;31,25;0,75;0,5;0,15;0,07;9,48;10;1;8;3;0;2;2;2;-5
BDC;CED;6;1,67;1;0,83;1,33;2,17;24,81;33;0;39,52;59,28;0;0;0,5;0;0,17;1,17;1;2,33;35,41;35,84;0,429;2;0,12;1,01;14,45;10;6;13;0;0;3;2;2;14
ASG;MIL;5;2;0;0,8;1;1,8;33,33;0;75;40;0;60;0;1,8;0,2;0;1,6;1,2;0,6;33,33;52,52;0;0;0,26;-0,28;7,62;10;0;9;0;1;9;0;2;3
11926;MIL;9;1,11;0,11;0;0,22;0,22;56;0;0;100,9;0;0;0;0,22;0;0;0,44;0,56;0,67;56;50,6;0;0,5;0,42;0,29;2,63;10;1;2;0;0;2;0;5;6
JXU;PAN;6;1,67;0,33;0,17;0,33;0,5;50;100;0;40;60;0;0,33;0,17;0;0,17;1;0,17;1,33;83,33;83,33;0,333;2;0,4;1,45;4,13;10;2;3;2;0;1;2;2;8
5851;ZGO;3;3,33;1,67;0,33;0,67;1;83,5;0;0;100,3;0;0;0,33;1;0,33;0;1,67;1;4,33;71,67;71,46;0,142;1,67;0,21;2,86;15,83;10;5;3;1;1;3;0;5;13
2289;PAR;15;0,67;0;0,2;0,4;0,6;42,86;33,33;50;60;30;10;0,13;0,33;0,13;0,07;0,27;0,27;0,67;45;45,96;0,3;0;0,17;0,33;3,82;10;0;9;2;2;5;1;3;10
10100;MAD;1;10;0;0;1;1;50;66,67;50;20;60;20;0;0;0;0;2;2;7;80;73,96;0,6;0;0,44;6,4;22,88;10;0;1;0;0;0;2;1;7
AWP;GAL;3;3,33;1;0,67;1,67;2,33;100;22,22;0;40;60;0;1,33;0,67;0,33;0;2,33;0,67;3,67;45,45;45,45;0,818;1,5;0,23;2,93;14,58;10;3;7;4;1;2;2;2;11
4430;CHL;4;2,5;4,75;0,5;1,25;1,75;20;0;66,67;60;0;40;0;1,5;0;0,25;1,75;2,25;2,25;13,04;19,5;0,348;3,17;0,14;0,42;18,43;10;19;7;0;0;6;0;3;9
BTO;KSK;5;2;2,4;0;1;1;40;50;0;40;60;0;0,6;1;0;0;1,4;0,8;2,6;55,56;46,47;0,444;2,4;0,18;1,76;11,27;10;12;5;3;0;5;2;2;13
7057;MUN;10;0,9;0,1;0,2;0,5;0,7;50;0;50;88,89;0;11,11;0,2;0,4;0;0;1,3;0,4;-0,2;36,36;37,88;0,273;0,25;0,14;-0,11;6,24;9;1;7;2;0;4;0;4;-2
3298;PAM;7;1,29;0,14;0,28;0,43;0,71;100;100;100;44,4;32,96;22,31;0,14;0,57;0;0;0,57;0,29;1,43;116,56;116,28;0,331;0,25;0,29;0,93;4,45;9;1;5;1;0;4;1;2;10
2728;ULK;8;1,12;0,13;0,5;0,88;1,37;50;0;74,63;66,67;0;33,33;0,25;0,75;0,13;0;0,75;0,38;1,12;37,59;46,16;0,248;0,17;0,18;0,52;6,11;9;1;11;2;1;6;0;3;9
5173;NIK;7;1,29;0,43;0,86;1;1,86;43;14;0;66,67;32,56;0;0,29;0,43;0,29;0,29;1,57;0;0,43;32;32,25;0,5;1;0,2;0,76;6,43;9;3;13;2;2;3;1;3;3
11937;ASV;8;1,12;0,12;0,88;1;1,88;50;0;48;89,29;0;10,71;0,12;0,12;0;0,12;1,25;0,62;1,25;33,33;34,78;0,333;1;0,14;0,72;7,96;9;1;15;1;0;1;0;4;10
1129;PAM;7;1,29;0,71;0,43;0,57;1;15,59;48,28;50,88;44,96;32,56;22,48;0,29;0,43;0;0,14;0,86;1,14;1;23,26;26,87;0,135;1,65;0,17;0,33;7,62;9;5;7;2;0;3;1;2;7
8015;TEL;6;1,5;0,17;0,67;1,33;2;44,67;0;51,52;89,33;0;11,33;0;0;0,17;0,33;1,33;0,17;0,67;30,88;32,39;0,309;2,04;0,22;0,76;6,81;9;1;12;0;1;0;0;4;4
12023;OLY;4;2,25;0;0;0,25;0,25;50;33,33;100;44,44;33,33;22,22;0;0;0;0;0,25;0,25;1,5;50;57,11;0,429;0;0,73;1,3;3,1;9;0;1;0;0;0;1;2;6
AOU;TEL;13;0,69;0;0,08;0,15;0,23;50;33,33;66,67;44,44;33,33;22,22;0;0,15;0;0;0,23;0,15;0,31;50;54,09;0,429;0;0,42;0,23;1,64;9;0;3;0;0;2;1;2;4
2628;LJU;3;3;1,33;0,33;1;1,33;40,12;24,81;100;44,67;33;22,33;0,33;0,33;0;0;2,67;0,67;1,67;38,83;45,53;0,443;4,03;0,23;1,69;13,07;9;4;4;1;0;1;1;2;5
BXE;TEL;10;0,8;0,4;0,4;0,9;1,3;44,28;0;0;99,63;0;0;0;0,3;0;0,1;1,2;0,4;0,8;44,28;44,45;0;1,34;0,16;0,38;4,88;8;4;13;0;0;3;0;4;8
2842;CIB;5;1,6;0,4;0,4;2;2,4;28,57;0;0;100;0;0;0,8;1,2;0,4;0,2;1,6;0,6;0;22,22;21,19;0,222;0,33;0,09;-0,36;17,23;8;2;12;4;2;6;0;4;0
BGD;GAL;9;0,89;0,66;0,22;0,56;0,78;12,36;24,63;75,19;24,72;37,08;37,45;0,34;0,11;0,11;0,22;1,22;0,78;0,78;20,57;29,05;0,334;6,03;0,13;0,6;7,12;8;6;7;3;1;1;1;1;7
11281;PAN;5;1,6;1,8;0;1;1;16,67;25;0;25;75;0;0;1,8;0;0;1;1,4;0,8;28,57;28,57;0,571;1;0,2;-0,76;8;8;9;5;0;0;9;2;1;4
2012;LIE;7;1,14;0,14;0;0,29;0,29;32,56;32,56;75,44;24,56;36,84;37,72;0,14;0,14;0;0,14;0,57;1,14;1,29;40,7;51,31;0,5;1;0,18;0,55;6,5;8;1;2;1;0;1;1;1;9
3064;SOP;4;2;1,25;0;0,25;0,25;12,5;33,33;50;25;37,5;37,5;0;1,5;0;0,5;2;1;-2,5;22,73;29,33;0,273;0,83;0,15;-1,37;13,46;8;5;1;0;0;6;1;1;-10
AFB;ULK;4;2;0,5;1;1,5;2,5;37,5;0;100;75;0;25;0,25;0;0,25;0;2,5;0,75;2,5;37,5;45,05;0;4;0,17;1,82;11,66;8;2;10;1;1;0;0;3;10
6277;MIL;1;8;1;2;2;4;80;0;0;100;0;0;0;1;0;0;1;2;11;80;73,53;0;1;0,47;7;17,2;8;1;4;0;0;1;0;4;11
5730;SAS;1;8;0;2;2;4;60;0;50;75;0;25;0;0;3;0;2;3;12;60;59,17;0;0;0,4;8,2;20,1;8;0;4;0;3;0;0;3;12
4435;BAS;1;8;1;0;7;7;80;0;0;100;0;0;0;2;0;0;3;2;8;44,44;44,44;0,444;0,5;0,49;2,9;16,43;8;1;7;0;0;2;0;4;8
7889;TEL;3;2,67;0,33;0,67;0,33;1;50,38;49,25;49,25;50,19;37,08;12,36;0;0,67;0;0,33;1,33;0,33;0,67;58,25;58,18;0,335;0,49;0,33;1,13;8,2;8;1;3;0;0;2;1;2;2
LIO;PAM;4;2;0;0,5;0,5;1;40,12;19,76;100;50,19;37,08;12,36;0;0,5;0;0;0,75;0,25;0,25;34,88;38,3;0,5;0;0,22;0,25;8,99;8;0;4;0;0;2;1;2;1
4231;PAR;4;2;2,25;0;0,25;0,25;30;0;100;75;0;25;0,25;1;0;0,5;0,75;0,25;-1;16,67;21,19;0,444;2,25;0,13;-0,25;15,33;8;9;1;1;0;4;0;3;-4
7069;TEL;6;1,33;0,17;0,17;0,67;0,83;49,25;0;100;49,62;0;50,38;0,17;0,17;0;0;0,83;0,67;1,67;39,29;58,6;0,202;1;0,24;0,98;5,43;8;1;5;1;0;1;0;2;10
6245;MUN;6;1,33;0,67;0,17;0,67;0,83;34;39,76;0;25,56;74,44;0;0;0,67;0;0;0,83;0,33;0,67;50;47,34;0,624;1;0,3;0,32;4,5;8;4;5;0;0;4;2;1;4
